City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Barcelona,1992,Athletics,Athletics,1500m,"BOULMERKA, Hassiba",Women,ALG,Algeria,W,Gold
Barcelona,1992,Boxing,Boxing,54 - 57kg (featherweight),"SOLTANI, Hocine",Men,ALG,Algeria,M,Bronze
Barcelona,1992,Tennis,Tennis,doubles,"FRANA, Javier",Men,ARG,Argentina,M,Bronze
Barcelona,1992,Tennis,Tennis,doubles,"MINIUSSI, Christian Carlos",Men,ARG,Argentina,M,Bronze
Barcelona,1992,Aquatics,Swimming,1500m freestyle,"HOUSMAN, Glen Clifford",Men,AUS,Australia,M,Silver
Barcelona,1992,Aquatics,Swimming,800m freestyle,"LEWIS, Hayley Jane",Women,AUS,Australia,W,Silver
Barcelona,1992,Aquatics,Swimming,100m breaststroke,"ROGERS, Philip John",Men,AUS,Australia,M,Bronze
Barcelona,1992,Aquatics,Swimming,400m freestyle,"PERKINS, Kieren John",Men,AUS,Australia,M,Silver
Barcelona,1992,Aquatics,Swimming,200m backstroke,"STEVENSON, Nicole Dawn",Women,AUS,Australia,W,Bronze
Barcelona,1992,Aquatics,Swimming,200m butterfly,"O'NEILL, Susan",Women,AUS,Australia,W,Bronze
Barcelona,1992,Aquatics,Swimming,1500m freestyle,"PERKINS, Kieren John",Men,AUS,Australia,M,Gold
Barcelona,1992,Aquatics,Swimming,400m freestyle,"LEWIS, Hayley Jane",Women,AUS,Australia,W,Bronze
Barcelona,1992,Aquatics,Swimming,100m breaststroke,"RILEY, Samantha Linette",Women,AUS,Australia,W,Bronze
Barcelona,1992,Athletics,Athletics,discus throw,"COSTIAN, Daniela",Women,AUS,Australia,W,Bronze
Barcelona,1992,Athletics,Athletics,high jump,"FORSYTH, Timothy",Men,AUS,Australia,M,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),"ROBINSON, Clint",Men,AUS,Australia,M,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"GRAHAM, Kelvin John",Men,AUS,Australia,M,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"WOOD, Steven Michael",Men,AUS,Australia,M,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"ANDERSSON, Ramon Dean",Men,AUS,Australia,M,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"ROWLING, Ian Mark",Men,AUS,Australia,M,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),"WOODWARD, Danielle Anne",Women,AUS,Australia,W,Silver
Barcelona,1992,Cycling,Cycling Road,individual road race,"WATT, Kathryn Anne",Women,AUS,Australia,W,Gold
Barcelona,1992,Cycling,Cycling Track,1km time trial,"KELLY, Shane",Men,AUS,Australia,M,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"MCGLEDE, Stephen John",Men,AUS,Australia,M,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"O'GRADY, Stuart",Men,AUS,Australia,M,Silver
Barcelona,1992,Cycling,Cycling Track,Sprint indivual,"NEIWAND, Garry Malcolm",Men,AUS,Australia,M,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"O'BRIEN, Shaun William",Men,AUS,Australia,M,Silver
Barcelona,1992,Cycling,Cycling Track,Team Pursuit (4000m),"AITKEN, Brett",Men,AUS,Australia,M,Silver
Barcelona,1992,Cycling,Cycling Track,individual pursuit,"WATT, Kathryn Anne",Women,AUS,Australia,W,Silver
Barcelona,1992,Equestrian,Eventing,team,"ROLTON, Gillian",Women,AUS,Australia,X,Gold
Barcelona,1992,Equestrian,Eventing,team,"GREEN, David Michael",Men,AUS,Australia,X,Gold
Barcelona,1992,Equestrian,Eventing,individual,"RYAN, Matthew Morgan",Men,AUS,Australia,X,Gold
Barcelona,1992,Equestrian,Eventing,team,"RYAN, Matthew Morgan",Men,AUS,Australia,X,Gold
Barcelona,1992,Equestrian,Eventing,team,"HOY, Andrew",Men,AUS,Australia,X,Gold
Barcelona,1992,Hockey,Hockey,hockey,"BIRMINGHAM, Warren",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"WARK, Kenneth",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"STACEY, Jay Jason",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"REID, Graham",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"WANSBROUGH, David",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"ELMER, Lachlan",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"BODIMEADE, Lee",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"DREHER, Lachlan",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"DAVIES, Stephen",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"LEWIS, Paul Snowden",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"BESTALL, John Roderick",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"YORK, Michael",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"EVANS, Dean",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"CORBITT, Gregory",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"DILETTI, Damon",Men,AUS,Australia,M,Silver
Barcelona,1992,Hockey,Hockey,hockey,"CAREY, Ashley",Men,AUS,Australia,M,Silver
Barcelona,1992,Rowing,Rowing,double sculls (2x),"HAWKINS, Stephen Mark",Men,AUS,Australia,M,Gold
Barcelona,1992,Rowing,Rowing,double sculls (2x),"ANTONIE, Peter",Men,AUS,Australia,M,Gold
Barcelona,1992,Rowing,Rowing,four without coxswain (4-),"GREEN, Nicholas",Men,AUS,Australia,M,Gold
Barcelona,1992,Rowing,Rowing,four without coxswain (4-),"TOMKINS, James",Men,AUS,Australia,M,Gold
Barcelona,1992,Rowing,Rowing,four without coxswain (4-),"COOPER, Andrew",Men,AUS,Australia,M,Gold
Barcelona,1992,Rowing,Rowing,four without coxswain (4-),"MCKAY, Mike",Men,AUS,Australia,M,Gold
Barcelona,1992,Sailing,Sailing,board (lechner),"KLEPPICH, Lars Detlef",Men,AUS,Australia,M,Bronze
Barcelona,1992,Sailing,Sailing,Tornado - Multihull,"FORBES, John",Men,AUS,Australia,X,Bronze
Barcelona,1992,Sailing,Sailing,Tornado - Multihull,"BOOTH, Mitch",Men,AUS,Australia,X,Bronze
Barcelona,1992,Tennis,Tennis,doubles,"MCQUILLAN, Rachel Jane",Women,AUS,Australia,W,Bronze
Barcelona,1992,Tennis,Tennis,doubles,"BRADTKE, Nicole Anne Louise",Women,AUS,Australia,W,Bronze
Barcelona,1992,Equestrian,Jumping,team,"MUNZNER, Joerg",Men,AUT,Austria,X,Silver
Barcelona,1992,Equestrian,Jumping,team,"BOOR, Boris",Men,AUT,Austria,X,Silver
Barcelona,1992,Equestrian,Jumping,team,"SIMON, Hugo",Men,AUT,Austria,X,Silver
Barcelona,1992,Equestrian,Jumping,team,"FRUHMANN, Thomas",Men,AUT,Austria,X,Silver
Barcelona,1992,Rowing,Rowing,double sculls (2x),"ZERBST, Christoph",Men,AUT,Austria,M,Silver
Barcelona,1992,Rowing,Rowing,double sculls (2x),"JONKE, Arnold",Men,AUT,Austria,M,Silver
Barcelona,1992,Athletics,Athletics,triple jump,"RUTHERFORD, Frank",Men,BAH,Bahamas,M,Bronze
Barcelona,1992,Cycling,Cycling Track,Points Race,"MATHY, Cedric",Men,BEL,Belgium,M,Bronze
Barcelona,1992,Judo,Judo,61 - 66kg (middleweight),"RAKELS, Heidi",Women,BEL,Belgium,W,Bronze
Barcelona,1992,Rowing,Rowing,single sculls (1x),"BREDAEL, Annelies",Women,BEL,Belgium,W,Silver
Barcelona,1992,Aquatics,Swimming,100m freestyle,"BORGES, Gustavo",Men,BRA,Brazil,M,Silver
Barcelona,1992,Judo,Judo,60 - 65kg (half-lightweight),"SAMPAIO CARDOSO, Rogerio",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"NEGRAO, Marcelo",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"OLIVEIRA, Talmo",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"FERREIRA, Andre Felippe",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"LIMA, Mauricio",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"RIBEIRO, Amauri",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"SAMUEL, Alexandre",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"GAVIO, Giovane",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"GOUVEIA, Antonio Carlos",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"BRITO, Jorge Edson",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"CARVALHO, Janelson",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"CHIAROTTI, Douglas",Men,BRA,Brazil,M,Gold
Barcelona,1992,Volleyball,Volleyball,volleyball,"SILVA, Paulo Andre",Men,BRA,Brazil,M,Gold
Barcelona,1992,Athletics,Athletics,discus throw,"KHRISTOVA, Tzvetanka Pavlova",Women,BUL,Bulgaria,W,Silver
Barcelona,1992,Athletics,Athletics,100m hurdles,"DONKOVA, Yordanka",Women,BUL,Bulgaria,W,Bronze
Barcelona,1992,Boxing,Boxing,+ 91kg (super heavyweight),"ROUSSINOV, Svilen Aldinov",Men,BUL,Bulgaria,M,Bronze
Barcelona,1992,Boxing,Boxing,- 48kg (light-flyweight),"BOJINOV, Daniel Petrov",Men,BUL,Bulgaria,M,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),"BUKHALOV, Nikolai Petkov",Men,BUL,Bulgaria,M,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"MARINOV, Martin Guerguiev",Men,BUL,Bulgaria,M,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"STOYANOV, Blagovest Nikolov",Men,BUL,Bulgaria,M,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),"BUKHALOV, Nikolai Petkov",Men,BUL,Bulgaria,M,Gold
Barcelona,1992,Shooting,Shooting,50m rifle 3 positions (3x20 shots),"MATOVA, Nonka Detcheva",Women,BUL,Bulgaria,W,Silver
Barcelona,1992,Shooting,Shooting,10m air pistol (40 shots),"GROZDEVA, Maria",Women,BUL,Bulgaria,W,Bronze
Barcelona,1992,Shooting,Shooting,10m air rifle (40 shots),"LETCHEVA, Vessela Nikolaeva",Women,BUL,Bulgaria,W,Silver
Barcelona,1992,Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)","BOTEV, Stefan",Men,BUL,Bulgaria,M,Bronze
Barcelona,1992,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)","PECHALOV, Nikolay",Men,BUL,Bulgaria,M,Silver
Barcelona,1992,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)","YOTOV, Yoto Vassilev",Men,BUL,Bulgaria,M,Silver
Barcelona,1992,Weightlifting,Weightlifting,"- 52kg, total (flyweight)","IVANOV, Ivan Ivanov",Men,BUL,Bulgaria,M,Gold
Barcelona,1992,Wrestling,Wrestling Free.,62 - 68kg (lightweight),"GETZOV, Valentin Dotchev",Men,BUL,Bulgaria,M,Silver
Barcelona,1992,Wrestling,Wrestling Free.,48 - 52kg (flyweight),"DIMITROV, Valentin Yordanov",Men,BUL,Bulgaria,M,Bronze
Barcelona,1992,Aquatics,Swimming,4x100m medley relay,"PONTING, Thomas",Men,CAN,Canada,M,Bronze
Barcelona,1992,Aquatics,Swimming,100m backstroke,"TEWKSBURY, Mark",Men,CAN,Canada,M,Gold
Barcelona,1992,Aquatics,Swimming,4x100m medley relay,"GERY, Marcel",Men,CAN,Canada,M,Bronze
Barcelona,1992,Aquatics,Swimming,4x100m medley relay,"CLARKE, Stephen",Men,CAN,Canada,M,Bronze
Barcelona,1992,Aquatics,Swimming,4x100m medley relay,"TEWKSBURY, Mark",Men,CAN,Canada,M,Bronze
Barcelona,1992,Aquatics,Swimming,4x100m medley relay,"CLEVELAND, Jonathan Thomas",Men,CAN,Canada,M,Bronze
Barcelona,1992,Aquatics,Synchronized S.,solo,"FRECHETTE, Sylvie",Women,CAN,Canada,W,Gold
Barcelona,1992,Aquatics,Synchronized S.,duet,"VILAGOS, Penny",Women,CAN,Canada,W,Silver
Barcelona,1992,Aquatics,Synchronized S.,duet,"VILAGOS, Vicky",Women,CAN,Canada,W,Silver
Barcelona,1992,Athletics,Athletics,20km walk,"LEBLANC, Guillaume",Men,CAN,Canada,M,Silver
Barcelona,1992,Athletics,Athletics,3000m,"CHALMERS, Angela Frances",Women,CAN,Canada,W,Bronze
Barcelona,1992,Athletics,Athletics,110m hurdles,"MCKOY, Mark",Men,CAN,Canada,M,Gold
Barcelona,1992,Boxing,Boxing,71-75kg,"JOHNSON, Christopher",Men,CAN,Canada,M,Bronze
Barcelona,1992,Boxing,Boxing,60 - 63.5kg (light-welterweight),"LEDUC, Mark",Men,CAN,Canada,M,Silver
Barcelona,1992,Cycling,Cycling Track,Sprint indivual,"HARNETT, Curtis",Men,CAN,Canada,M,Bronze
Barcelona,1992,Judo,Judo,78 - 86kg (middleweight),"GILL, Nicolas",Men,CAN,Canada,M,Bronze
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"CROSBY, Andrew",Men,CAN,Canada,M,Gold
Barcelona,1992,Rowing,Rowing,coxless four (4-),"BARNES, Jennifer Kirsten",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"THOMPSON, Lesley Allison",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"MARLAND, Robert Davies",Men,CAN,Canada,M,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"MCBEAN, Marnie Elizabeth",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,single sculls (1x),"LAUMANN, Silken Suzette",Women,CAN,Canada,W,Bronze
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"WALLACE, John William",Men,CAN,Canada,M,Gold
Barcelona,1992,Rowing,Rowing,coxless four (4-),"TAYLOR, Brenda Susan",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"MONROE, Jessica",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"HEDDLE, Kathleen",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"RASCHER, Michael G.",Men,CAN,Canada,M,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"FORGERON, Michael Joseph",Men,CAN,Canada,M,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"TAYLOR, Brenda Susan",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"DELEHANTY, Megan Catherine",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"PORTER, Derek",Men,CAN,Canada,M,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"BARNES, Jennifer Kirsten",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,coxless four (4-),"WORTHINGTON, Kay Frances",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,pair without coxswain (2-),"HEDDLE, Kathleen",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"CRAWFORD, Shannon",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"PAUL, Terence Michael",Men,CAN,Canada,M,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"WORTHINGTON, Kay Frances",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"ROBERTSON, Bruce",Men,CAN,Canada,M,Gold
Barcelona,1992,Rowing,Rowing,eight with coxswain (8+),"BARBER, Darren",Men,CAN,Canada,M,Gold
Barcelona,1992,Rowing,Rowing,coxless four (4-),"MONROE, Jessica",Women,CAN,Canada,W,Gold
Barcelona,1992,Rowing,Rowing,pair without coxswain (2-),"MCBEAN, Marnie Elizabeth",Women,CAN,Canada,W,Gold
Barcelona,1992,Sailing,Sailing,two-person keelboat open (Star),"MACDONALD, Ross David",Men,CAN,Canada,X,Bronze
Barcelona,1992,Sailing,Sailing,two-person keelboat open (Star),"JESPERSEN, Eric Albert",Men,CAN,Canada,X,Bronze
Barcelona,1992,Wrestling,Wrestling Free.,100 - 130kg (super heavyweight),"THUE, Jeffrey James Milton",Men,CAN,Canada,M,Silver
Barcelona,1992,Aquatics,Diving,10m platform,"XIONG, Ni",Men,CHN,China,M,Bronze
Barcelona,1992,Aquatics,Diving,10m platform,"FU, Mingxia",Women,CHN,China,W,Gold
Barcelona,1992,Aquatics,Diving,10m platform,"SUN, Shuwei",Men,CHN,China,M,Gold
Barcelona,1992,Aquatics,Diving,3m springboard,"TAN, Liang-De",Men,CHN,China,M,Silver
Barcelona,1992,Aquatics,Diving,3m springboard,"GAO, Min",Women,CHN,China,W,Gold
Barcelona,1992,Aquatics,Swimming,50m freestyle,"ZHUANG, Yong",Women,CHN,China,W,Silver
Barcelona,1992,Aquatics,Swimming,4x100m freestyle relay,"ZHAO, Kun",Women,CHN,China,W,Silver
Barcelona,1992,Aquatics,Swimming,4x100m freestyle relay,"LU, Bin",Women,CHN,China,W,Silver
Barcelona,1992,Aquatics,Swimming,100m freestyle,"ZHUANG, Yong",Women,CHN,China,W,Gold
Barcelona,1992,Aquatics,Swimming,4x100m freestyle relay,"YANG, Wenyi",Women,CHN,China,W,Silver
Barcelona,1992,Aquatics,Swimming,200m breaststroke,"LIN, Li",Women,CHN,China,W,Silver
Barcelona,1992,Aquatics,Swimming,50m freestyle,"YANG, Wenyi",Women,CHN,China,W,Gold
Barcelona,1992,Aquatics,Swimming,400m individual medley,"LIN, Li",Women,CHN,China,W,Silver
Barcelona,1992,Aquatics,Swimming,200m individual medley,"LIN, Li",Women,CHN,China,W,Gold
Barcelona,1992,Aquatics,Swimming,4x100m freestyle relay,"LE, Jingyi",Women,CHN,China,W,Silver
Barcelona,1992,Aquatics,Swimming,100m butterfly,"QIAN, Hong",Women,CHN,China,W,Gold
Barcelona,1992,Aquatics,Swimming,200m butterfly,"WANG, Xiaohong",Women,CHN,China,W,Silver
Barcelona,1992,Aquatics,Swimming,4x100m freestyle relay,"ZHUANG, Yong",Women,CHN,China,W,Silver
Barcelona,1992,Archery,Archery,team (FITA Olympic round - 70m),"WANG, Hong",Women,CHN,China,W,Silver
Barcelona,1992,Archery,Archery,team (FITA Olympic round - 70m),"WANG, Xiaozhu",Women,CHN,China,W,Silver
Barcelona,1992,Archery,Archery,team (FITA Olympic round - 70m),"MA, Xiangjun",Women,CHN,China,W,Silver
Barcelona,1992,Athletics,Athletics,10000m walk,"LI, Chunxiu",Women,CHN,China,W,Bronze
Barcelona,1992,Athletics,Athletics,1500m,"QU, Yunxia",Women,CHN,China,W,Bronze
Barcelona,1992,Athletics,Athletics,shot put,"HUANG, Zhihong",Women,CHN,China,W,Silver
Barcelona,1992,Athletics,Athletics,10000m walk,"CHEN, Yueling",Women,CHN,China,W,Gold
Barcelona,1992,Badminton,Badminton,doubles,"LIN, Yanfen",Women,CHN,China,W,Bronze
Barcelona,1992,Badminton,Badminton,doubles,"YAO, Fen",Women,CHN,China,W,Bronze
Barcelona,1992,Badminton,Badminton,doubles,"TIAN, Bingyi",Men,CHN,China,M,Bronze
Barcelona,1992,Badminton,Badminton,singles,"TANG, Jiuhong",Women,CHN,China,W,Bronze
Barcelona,1992,Badminton,Badminton,doubles,"LI, Yongbo",Men,CHN,China,M,Bronze
Barcelona,1992,Badminton,Badminton,doubles,"NONG, Qunhua",Women,CHN,China,W,Silver
Barcelona,1992,Badminton,Badminton,doubles,"GUAN, Weizhen",Women,CHN,China,W,Silver
Barcelona,1992,Badminton,Badminton,singles,"HUANG, Hua",Women,CHN,China,W,Bronze
Barcelona,1992,Basketball,Basketball,basketball,"ZHAN, Shuping",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"LI, Xin",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"ZHENG, Dongmei",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"LI, Dongmei",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"LIU, Jun",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"ZHENG, Xiulin",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"CONG, Xuedi",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"LIU, Qing",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"PENG, Ping",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"ZHENG, Haixia",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"HE, Jun",Women,CHN,China,W,Silver
Barcelona,1992,Basketball,Basketball,basketball,"WANG, Fang",Women,CHN,China,W,Silver
Barcelona,1992,Fencing,Fencing,foil individual,"WANG, Huifeng",Women,CHN,China,W,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Jing",Men,CHN,China,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Xiaosahuang",Men,CHN,China,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"LI, Xiaosahuang",Men,CHN,China,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,parallel bars,"LI, Jing",Men,CHN,China,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,balance beam,"LU, Li",Women,CHN,China,W,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"GUO, Linyao",Men,CHN,China,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,rings,"LI, Xiaosahuang",Men,CHN,China,M,Bronze
Barcelona,1992,Gymnastics,Artistic G.,uneven bars,"LU, Li",Women,CHN,China,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,parallel bars,"GUO, Linyao",Men,CHN,China,M,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Dashuang",Men,CHN,China,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,rings,"LI, Jing",Men,CHN,China,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Chunyang",Men,CHN,China,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Ge",Men,CHN,China,M,Silver
Barcelona,1992,Judo,Judo,56 - 61kg (half-middleweight),"ZHANG, Di",Women,CHN,China,W,Bronze
Barcelona,1992,Judo,Judo,+ 72kg (heavyweight),"ZHUANG, Xiaoyan",Women,CHN,China,W,Gold
Barcelona,1992,Judo,Judo,48 - 52kg (half-lightweight),"LI, Zhongyun",Women,CHN,China,W,Bronze
Barcelona,1992,Rowing,Rowing,double sculls (2x),"LU, Huali",Women,CHN,China,W,Bronze
Barcelona,1992,Rowing,Rowing,double sculls (2x),"GU, Xiaoli",Women,CHN,China,W,Bronze
Barcelona,1992,Sailing,Sailing,board (lechner),"ZHANG, Xiaodong",Women,CHN,China,W,Silver
Barcelona,1992,Shooting,Shooting,skeet (125 targets),"ZHANG, Shan",Women,CHN,China,X,Gold
Barcelona,1992,Shooting,Shooting,25m pistol (30+30 shots),"LI, Duihong",Women,CHN,China,W,Silver
Barcelona,1992,Shooting,Shooting,10m air pistol (60 shots),"WANG, Yifu",Men,CHN,China,M,Gold
Barcelona,1992,Shooting,Shooting,50m pistol (60 shots),"WANG, Yifu",Men,CHN,China,M,Silver
Barcelona,1992,Table Tennis,Table Tennis,doubles,"QIAO, Hong",Women,CHN,China,W,Gold
Barcelona,1992,Table Tennis,Table Tennis,singles,"DENG, Yaping",Women,CHN,China,W,Gold
Barcelona,1992,Table Tennis,Table Tennis,doubles,"WANG, Tao",Men,CHN,China,M,Gold
Barcelona,1992,Table Tennis,Table Tennis,singles,"QIAO, Hong",Women,CHN,China,W,Silver
Barcelona,1992,Table Tennis,Table Tennis,doubles,"DENG, Yaping",Women,CHN,China,W,Gold
Barcelona,1992,Table Tennis,Table Tennis,doubles,"LU, Lin",Men,CHN,China,M,Gold
Barcelona,1992,Table Tennis,Table Tennis,doubles,"CHEN, Zihe",Women,CHN,China,W,Silver
Barcelona,1992,Table Tennis,Table Tennis,doubles,"GAO, Jun",Women,CHN,China,W,Silver
Barcelona,1992,Table Tennis,Table Tennis,singles,"MA, Wenge",Men,CHN,China,M,Bronze
Barcelona,1992,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)","HE, Ying-Qiang",Men,CHN,China,M,Bronze
Barcelona,1992,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)","LUO, Jianming",Men,CHN,China,M,Bronze
Barcelona,1992,Weightlifting,Weightlifting,"- 52kg, total (flyweight)","LIN, Qisheng",Men,CHN,China,M,Silver
Barcelona,1992,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)","LIU, Shoubin",Men,CHN,China,M,Silver
Barcelona,1992,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),"SHENG, Zetian",Men,CHN,China,M,Bronze
Barcelona,1992,Athletics,Athletics,400m,"RESTREPO GAVIRIA, Ximena",Women,COL,Colombia,W,Bronze
Barcelona,1992,Basketball,Basketball,basketball,"CVJETICANIN, Danko",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"PETROVIC, Drazen",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"KOMAZEC, Arijan",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"KUKOC, Toni",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"RADJA, Dino",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"NAGLIC, Aramis",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"PERASOVIC, Velimir",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"GREGOV, Alan",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"ALANOVIC, Vladan",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"VRANKOVIC, Stojko",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"TABAK, Zan",Men,CRO,Croatia,M,Silver
Barcelona,1992,Basketball,Basketball,basketball,"ARAPOVIC, Franjo",Men,CRO,Croatia,M,Silver
Barcelona,1992,Tennis,Tennis,singles,"IVANISEVIC, Goran",Men,CRO,Croatia,M,Bronze
